antecedent_genes,consequent_stress_samples,support,confidence,lift
"['thrA', 'thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT']",['control stress'],0.30851519041506204,0.9196428571428571,2.5800784599554105
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['nutritional downshift stress', 'bile stress']",0.30851519041506204,0.865546218487395,2.580078459955411
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['nutritional downshift stress', 'control stress']",0.30851519041506204,0.794928335170893,2.5138667378814303
"['thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'nhaA', 'nhaR', 'rpsT', 'ileS']",['bile stress'],0.3157894736842105,0.9853137516688918,2.5387852675305402
"['thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'nhaA', 'nhaR', 'rpsT', 'ileS']",['control stress'],0.3157894736842105,0.9213483146067415,2.5848631587466446
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['osmotic stress', 'bile stress']",0.3157894736842105,0.885954381752701,2.5848631587466446
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['osmotic stress', 'control stress']",0.3157894736842105,0.8136714443219404,2.5387852675305402
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3153615746683783,0.9839786381842457,2.535345179092152
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['bile stress'],0.3153615746683783,0.9671916010498688,2.604063100983345
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'bile stress']",0.3153615746683783,0.849078341013825,2.6040631009833453
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'low iron stress']",0.3153615746683783,0.8125689084895259,2.535345179092152
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['bile stress'],0.3055198973042362,0.9740791268758525,2.509837838488277
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['control stress'],0.3055198973042362,0.937007874015748,2.5914643805618973
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'bile stress']",0.3055198973042362,0.8449704142011834,2.591464380561897
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'control stress']",0.3055198973042362,0.7872105843439912,2.509837838488277
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['low iron stress'],0.3123662815575524,0.958005249343832,2.5297833533520175
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']","['low iron stress', 'bile stress']",0.3123662815575524,0.824858757062147,2.5297833533520175
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.30466409927257165,0.9834254143646408,2.5339197280817705
"['thrA', 'thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'rpsT', 'ribF']",['bile stress'],0.30466409927257165,0.964769647696477,2.597542242703533
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['nutritional downshift stress', 'bile stress']",0.30466409927257165,0.8202764976958525,2.597542242703533
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'nutritional downshift stress']",0.30466409927257165,0.7850055126791621,2.5339197280817705
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3423192126658109,0.988875154511743,2.547961671547898
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3423192126658109,0.9411764705882354,2.602993386703794
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3423192126658109,0.9768009768009769,2.6299353488293584
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'bile stress']",0.3423192126658109,0.9216589861751153,2.6299353488293584
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'bile stress']",0.3423192126658109,0.9467455621301776,2.6029933867037944
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'control stress']",0.3423192126658109,0.8820286659316429,2.547961671547898
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3170731707317073,0.9866844207723037,2.5423169695092325
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['bile stress'],0.3170731707317073,0.9724409448818898,2.6181964149642587
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'bile stress']",0.3170731707317073,0.8536866359447005,2.6181964149642587
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'low iron stress']",0.3170731707317073,0.8169790518191842,2.5423169695092325
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.32220795892169446,0.9881889763779528,2.5461936469628177
"['thrA', 'thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT']",['bile stress'],0.32220795892169446,0.9604591836734693,2.585936765259099
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['nutritional downshift stress', 'bile stress']",0.32220795892169446,0.8675115207373272,2.585936765259099
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'nutritional downshift stress']",0.32220795892169446,0.8302094818081587,2.5461936469628172
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3299101412066752,0.9884615384615384,2.5468959375795097
"['thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'nhaA', 'nhaR', 'rpsT', 'ileS']",['bile stress'],0.3299101412066752,0.9625468164794008,2.5915575001294466
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['osmotic stress', 'bile stress']",0.3299101412066752,0.8882488479262672,2.5915575001294466
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'osmotic stress']",0.3299101412066752,0.8500551267916208,2.5468959375795097
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3072314933675653,0.9795361527967258,2.523898554670285
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['control stress'],0.3072314933675653,0.9422572178477692,2.605982388296138
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'bile stress']",0.3072314933675653,0.8497041420118343,2.6059823882961375
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'low iron stress']",0.3072314933675653,0.7916207276736494,2.523898554670285
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3127941805733847,0.9746666666666667,2.5113517089305404
"['thrA', 'thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT']",['control stress'],0.3127941805733847,0.9323979591836735,2.578714829126917
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['nutritional downshift stress', 'bile stress']",0.3127941805733847,0.8650887573964497,2.578714829126917
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'nutritional downshift stress']",0.3127941805733847,0.8059536934950386,2.5113517089305404
"['thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'nhaA', 'nhaR', 'rpsT', 'ileS']",['bile stress'],0.32220795892169446,0.9817470664928292,2.5295952529148202
"['thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'nhaA', 'nhaR', 'rpsT', 'ileS']",['control stress'],0.32220795892169446,0.9400749063670412,2.599946812047071
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['osmotic stress', 'bile stress']",0.32220795892169446,0.8911242603550295,2.599946812047071
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['osmotic stress', 'control stress']",0.32220795892169446,0.8302094818081587,2.52959525291482
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3008130081300813,0.9385847797062752,2.6332204443860325
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['bile stress'],0.3008130081300813,0.9804741980474199,2.639825116171452
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'control stress']",0.3008130081300813,0.8099078341013826,2.639825116171452
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'low iron stress']",0.3008130081300813,0.8439375750300121,2.6332204443860325
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3337612323491656,0.9641532756489494,2.704953427600954
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3337612323491656,0.9762202753441802,2.699913353229999
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3337612323491656,0.9798994974874373,2.6382777945024665
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'control stress']",0.3337612323491656,0.8986175115207373,2.6382777945024665
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'control stress']",0.3337612323491656,0.923076923076923,2.699913353229999
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'control stress']",0.3337612323491656,0.9363745498199281,2.7049534276009544
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3033804022250749,0.9440745672436752,2.6486221652442605
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['bile stress'],0.3033804022250749,0.981994459833795,2.6439182634004363
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'control stress']",0.3033804022250749,0.816820276497696,2.643918263400437
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'low iron stress']",0.3033804022250749,0.851140456182473,2.6486221652442605
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3076593923833975,0.9435695538057743,2.647205338828445
"['thrA', 'thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT']",['bile stress'],0.3076593923833975,0.972936400541272,2.6195303779550145
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['nutritional downshift stress', 'control stress']",0.3076593923833975,0.8283410138248848,2.6195303779550145
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'nutritional downshift stress']",0.3076593923833975,0.8631452581032413,2.647205338828445
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3153615746683783,0.9448717948717948,2.6508588050604858
"['thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'nhaA', 'nhaR', 'rpsT', 'ileS']",['bile stress'],0.3153615746683783,0.9839786381842457,2.6492604578762466
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['osmotic stress', 'control stress']",0.3153615746683783,0.849078341013825,2.649260457876247
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'osmotic stress']",0.3153615746683783,0.8847539015606243,2.6508588050604858
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.30166880616174585,0.9618008185538881,2.698353556975314
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['control stress'],0.30166880616174585,0.9764542936288089,2.7005605730302085
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'control stress']",0.30166880616174585,0.834319526627219,2.7005605730302085
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'low iron stress']",0.30166880616174585,0.8463385354141658,2.6983535569753143
"['thrA', 'thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT']",['control stress'],0.30466409927257165,0.9634641407307171,2.664633960813829
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.30466409927257165,0.9493333333333333,2.66337575030012
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'nutritional downshift stress']",0.30466409927257165,0.8547418967587035,2.66337575030012
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['nutritional downshift stress', 'control stress']",0.30466409927257165,0.8426035502958579,2.664633960813829
"['thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'nhaA', 'nhaR', 'rpsT', 'ileS']",['control stress'],0.31364997860504923,0.9556714471968709,2.6811574695067075
"['thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'nhaA', 'nhaR', 'rpsT', 'ileS']",['control stress'],0.31364997860504923,0.978638184245661,2.7066005166652185
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['osmotic stress', 'control stress']",0.31364997860504923,0.8674556213017752,2.7066005166652185
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['osmotic stress', 'control stress']",0.31364997860504923,0.8799519807923171,2.681157469506708
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.30466409927257165,0.9506008010680908,2.629058073486542
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['bile stress'],0.30466409927257165,0.971350613915416,2.6152608118897778
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'control stress']",0.30466409927257165,0.8202764976958525,2.6152608118897778
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'low iron stress']",0.30466409927257165,0.8426035502958579,2.629058073486542
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['low iron stress'],0.3089430894308943,0.9639519359145529,2.545486637550633
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']","['bile stress', 'low iron stress']",0.3089430894308943,0.8158192090395481,2.5454866375506326
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['low iron stress'],0.30166880616174585,0.9618008185538881,2.5398062293338266
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']","['low iron stress', 'control stress']",0.30166880616174585,0.7966101694915255,2.5398062293338266
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['low iron stress'],0.3127941805733847,0.9481193255512322,2.503677812218339
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']","['low iron stress', 'nutritional downshift stress']",0.3127941805733847,0.8259887005649719,2.503677812218339
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.30637569533590076,0.9533954727030627,2.6367872422568728
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.30637569533590076,0.9768076398362893,2.6299532883610692
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'low iron stress']",0.30637569533590076,0.8248847926267282,2.6299532883610692
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'low iron stress']",0.30637569533590076,0.8473372781065089,2.6367872422568728
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3102267864783911,0.9514435695538057,2.6313889018310577
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3102267864783911,0.9666666666666666,2.6026497695852533
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'nutritional downshift stress']",0.3102267864783911,0.8352534562211982,2.6026497695852533
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'nutritional downshift stress']",0.3102267864783911,0.8579881656804733,2.631388901831058
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3204963628583654,0.9602564102564102,2.655762403277196
"['thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'nhaA', 'nhaR', 'rpsT', 'ileS']",['bile stress'],0.3204963628583654,0.9765319426336375,2.6292110022290447
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['osmotic stress', 'control stress']",0.3204963628583654,0.8629032258064516,2.6292110022290447
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'osmotic stress']",0.3204963628583654,0.8863905325443786,2.655762403277196
"['thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'nhaA', 'nhaR', 'rpsT', 'ileS']",['control stress'],0.30166880616174585,0.9050064184852376,2.502958579881657
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['osmotic stress', 'low iron stress']",0.30166880616174585,0.834319526627219,2.502958579881657
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']",['bile stress'],0.3252032520325203,0.9908735332464146,2.553110746633816
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']",['control stress'],0.3252032520325203,0.9620253164556962,2.6989833908246843
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']",['bile stress'],0.3252032520325203,0.9870129870129869,2.6241744603519344
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3252032520325203,0.9620253164556962,2.6925187599484577
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']","['control stress', 'bile stress']",0.3252032520325203,0.9488139825218477,2.7442800459821264
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']","['bile stress', 'bile stress']",0.3252032520325203,0.96569250317662,2.6272681954874986
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']","['bile stress', 'control stress']",0.3252032520325203,0.9464508094645081,2.771748799146059
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'bile stress']",0.3252032520325203,0.9523809523809523,2.771748799146059
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'control stress']",0.3252032520325203,0.8847497089639116,2.6272681954874986
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'bile stress']",0.3252032520325203,0.9405940594059405,2.7442800459821264
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']","['bile stress', 'control stress', 'bile stress']",0.3252032520325203,0.9101796407185629,2.6925187599484577
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'control stress', 'bile stress']",0.3252032520325203,0.8646188850967008,2.624174460351935
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'bile stress', 'bile stress']",0.3252032520325203,0.9123649459783914,2.6989833908246843
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'bile stress', 'control stress']",0.3252032520325203,0.8379272326350606,2.553110746633816
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3337612323491656,0.9923664122137404,2.5569573377546986
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3337612323491656,0.9923664122137404,2.6384076283771463
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3337612323491656,0.9341317365269461,2.614450141632902
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']",['bile stress'],0.3337612323491656,0.9873417721518988,2.6583153473721053
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'bile stress']",0.3337612323491656,0.9823677581863981,2.672634983564159
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'bile stress']",0.3337612323491656,0.921985815602837,2.683288731088207
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'bile stress']",0.3337612323491656,0.9176470588235295,2.677329808327826
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']","['bile stress', 'bile stress']",0.3337612323491656,0.9737827715355806,2.677329808327826
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']","['bile stress', 'bile stress']",0.3337612323491656,0.9713574097135742,2.683288731088207
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'control stress']",0.3337612323491656,0.9080325960419092,2.6726349835641585
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'bile stress', 'bile stress']",0.3337612323491656,0.8986175115207373,2.6583153473721053
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']","['bile stress', 'bile stress', 'bile stress']",0.3337612323491656,0.9341317365269461,2.614450141632902
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'control stress', 'bile stress']",0.3337612323491656,0.8873720136518771,2.6384076283771463
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'control stress', 'bile stress']",0.3337612323491656,0.8599779492833517,2.5569573377546986
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']",['control stress'],0.32691484809584936,0.9670886075949368,2.6746580780465883
